"CodComune";"Comune";"Provincia";"TipoIstituto";"CodiceScuola";"Denominazione";"CodiceIstituto";"DenominazioneIstituto";"Alunni";"Hand";"Classi";"Ciclo";"annoScolastico";"ComuneIstituto";"CodComuneIstituto"
"085004";"CALTANISSETTA";"CALTANISSETTA";"ISTITUTO TECNICO INDUSTRIALE";"CLTF019012";"A. VOLTA";"CLIS01900D";"ALESSANDRO VOLTA";"89";"0";"5";"Secondario II grado";"2021-2022";"CALTANISSETTA";"085004"
"084009";"CAMMARATA";"AGRIGENTO";"ISTITUTO TECNICO INDUSTRIALE";"AGTF02601R";"ITI ARCHIMEDE";"AGIS026008";"IIS - ARCHIMEDE";"277";"10";"16";"Secondario II grado";"2021-2022";"CAMMARATA";"084009"
"084009";"CAMMARATA";"AGRIGENTO";"LICEO SCIENTIFICO";"AGPS002027";"MADRE TERESA DI CALCUTTA";"AGIS00200Q";"IIS - MADRE TERESA DI CALCUTTA";"120";"0";"7";"Secondario II grado";"2021-2022";"CASTELTERMINI";"084012"
"084010";"CAMPOBELLO DI LICATA";"AGRIGENTO";"ISTITUTO TECNICO COMMERCIALE";"AGTD01801G";"GINO ZAPPA";"AGIS018009";"IIS - GIUDICI SAETTA E LIVATINO";"135";"6";"8";"Secondario II grado";"2021-2022";"RAVANUSA";"084031"
"084010";"CAMPOBELLO DI LICATA";"AGRIGENTO";"ISTITUTO TECNICO COMMERCIALE";"AGTD01850X";"GINO ZAPPA";"AGIS018009";"IIS - GIUDICI SAETTA E LIVATINO";"58";"0";"3";"Secondario II grado";"2021-2022";"RAVANUSA";"084031"
"081004";"CAMPOBELLO DI MAZARA";"TRAPANI";"ISTITUTO TECNICO PER GEOMETRI";"TPTL021017";"I.T.G. V. ACCARDI - CAMPOBELLO DI MAZARA";"TPIS02100E";"I.S. G.B.FERRIGNO V. ACCARDI";"85";"14";"5";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"081004";"CAMPOBELLO DI MAZARA";"TRAPANI";"ISTITUTO TECNICO PER GEOMETRI";"TPTL02151L";"ISTITUTO TECNICO PER GEOMETRI";"TPIS02100E";"I.S. G.B.FERRIGNO V. ACCARDI";"73";"0";"2";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"082017";"CAMPOFELICE DI ROCCELLA";"PALERMO";"LICEO SCIENTIFICO";"PAPS02202A";"LICEO SCIENTIFICO STATALE";"PAIS02200V";"JACOPO DEL DUCA - DIEGO BIANCA AMATO";"143";"5";"8";"Secondario II grado";"2021-2022";"CEFALU'";"082027"
"085005";"CAMPOFRANCO";"CALTANISSETTA";"IST PROF INDUSTRIA E ARTIGIANATO";"CLRI01601N";"CAMPOFRANCO";"CLIS016002";"GIOVAN BATTISTA HODIERNA";"53";"5";"4";"Secondario II grado";"2021-2022";"MUSSOMELI";"085012"
"084011";"CANICATTI'";"AGRIGENTO";"LICEO CLASSICO";"AGPC001017";"UGO FOSCOLO";"AGIS00100X";"IIS - UGO FOSCOLO";"315";"5";"14";"Secondario II grado";"2021-2022";"CANICATTI'";"084011"
"084011";"CANICATTI'";"AGRIGENTO";"LICEO SCIENTIFICO";"AGPS00101A";"A. SCIASCIA";"AGIS00100X";"IIS - UGO FOSCOLO";"894";"3";"37";"Secondario II grado";"2021-2022";"CANICATTI'";"084011"
"084011";"CANICATTI'";"AGRIGENTO";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"AGRA027014";"R.LIVATINO SEZ. ASSOCIATA";"AGIS027004";"IIS - GALILEO GALILEI";"97";"0";"5";"Secondario II grado";"2021-2022";"CANICATTI'";"084011"
"084011";"CANICATTI'";"AGRIGENTO";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"AGRA02751D";"R.LIVATINO - SERALE";"AGIS027004";"IIS - GALILEO GALILEI";"168";"0";"8";"Secondario II grado";"2021-2022";"CANICATTI'";"084011"
"084011";"CANICATTI'";"AGRIGENTO";"IST TEC COMMERCIALE E PER GEOMETRI";"AGTD02701A";"ITCG GALILEO GALILEI";"AGIS027004";"IIS - GALILEO GALILEI";"780";"40";"32";"Secondario II grado";"2021-2022";"CANICATTI'";"084011"
"089005";"CANICATTINI BAGNI";"SIRACUSA";"LICEO SCIENTIFICO";"SRPS150012";"CANICATTINI BAGNI";"SRPS150001";"L.DA VINCI FLORIDIA";"211";"1";"11";"Secondario II grado";"2021-2022";"FLORIDIA";"089009"
"082020";"CAPACI";"PALERMO";"ISTITUTO MAGISTRALE";"PAPM00401R";"LICEO DELLE SCIENZE UMANE UGO MURSIA";"PAIS004009";"UGO MURSIA";"163";"13";"9";"Secondario II grado";"2021-2022";"CARINI";"082021"
"083009";"CAPO D'ORLANDO";"MESSINA";"LICEO SCIENTIFICO";"MEPS22000L";"LICEO LUCIO PICCOLO";"MEPS22000L";"LICEO LUCIO PICCOLO";"1059";"16";"49";"Secondario II grado";"2021-2022";"CAPO D'ORLANDO";"083009"
"083009";"CAPO D'ORLANDO";"MESSINA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"MERA02401R";"I.P.A. E AMBIENTE E ODONTOTECNICO";"MEIS02400R";"ITC CAPO D'ORLANDO MERENDINO";"234";"4";"12";"Secondario II grado";"2021-2022";"CAPO D'ORLANDO";"083009"
"083009";"CAPO D'ORLANDO";"MESSINA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"MERA024505";"ITC CAPO D'ORLANDO MERENDINO SERALE";"MEIS02400R";"ITC CAPO D'ORLANDO MERENDINO";"55";"0";"2";"Secondario II grado";"2021-2022";"CAPO D'ORLANDO";"083009"
"083009";"CAPO D'ORLANDO";"MESSINA";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"MERH024509";"GEPY FARANDA BROLO SERALE";"MEIS02400R";"ITC CAPO D'ORLANDO MERENDINO";"99";"0";"4";"Secondario II grado";"2021-2022";"CAPO D'ORLANDO";"083009"
"083009";"CAPO D'ORLANDO";"MESSINA";"IST TEC COMMERCIALE E PER GEOMETRI";"METD024013";"ITC CAPO D'ORLANDO MERENDINO";"MEIS02400R";"ITC CAPO D'ORLANDO MERENDINO";"101";"11";"5";"Secondario II grado";"2021-2022";"CAPO D'ORLANDO";"083009"
"082021";"CARINI";"PALERMO";"LICEO SCIENTIFICO";"PAPS00401Q";"LICEO SCIENTIFICO UGO MURSIA";"PAIS004009";"UGO MURSIA";"242";"5";"13";"Secondario II grado";"2021-2022";"CARINI";"082021"
"082021";"CARINI";"PALERMO";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"PARH00402E";"IPSEOA UGO MURSIA";"PAIS004009";"UGO MURSIA";"430";"80";"26";"Secondario II grado";"2021-2022";"CARINI";"082021"
"082021";"CARINI";"PALERMO";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"PARH00450T";"IPSSAR UGO MURSIA - SEZ. SERALE";"PAIS004009";"UGO MURSIA";"35";"0";"2";"Secondario II grado";"2021-2022";"CARINI";"082021"
"089006";"CARLENTINI";"SIRACUSA";"ISTITUTO TECNICO INDUSTRIALE";"SRTF01101L";"I.T.I. CARLENTINI";"SRIS011004";"PIER LUIGI NERVI LENTINI";"306";"14";"15";"Secondario II grado";"2021-2022";"LENTINI";"089011"
"089006";"CARLENTINI";"SIRACUSA";"ISTITUTO TECNICO INDUSTRIALE";"SRTF011512";"I.T.I. CARLENTINI-SERALE-";"SRIS011004";"PIER LUIGI NERVI LENTINI";"78";"0";"4";"Secondario II grado";"2021-2022";"LENTINI";"089011"
"083011";"CARONIA";"MESSINA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"MERA001014";"CARONIA";"MEIS001004";"I.S.MISTRETTA MANZONI";"56";"12";"5";"Secondario II grado";"2021-2022";"MISTRETTA";"083052"
"082022";"CASTELBUONO";"PALERMO";"LICEO SCIENTIFICO";"PAPS007017";"LICEO SCIENTIFICO LUIGI FAILLA TEDALDI";"PAIS00700R";"IIS - LUIGI FAILLA TEDALDI";"395";"5";"20";"Secondario II grado";"2021-2022";"CASTELBUONO";"082022"
"082022";"CASTELBUONO";"PALERMO";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"PARA00701R";"I.P.A.A. LUIGI FAILLA TEDALDI";"PAIS00700R";"IIS - LUIGI FAILLA TEDALDI";"122";"10";"8";"Secondario II grado";"2021-2022";"CASTELBUONO";"082022"
"082022";"CASTELBUONO";"PALERMO";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"PARA007516";"I.P.A.A. SERALE LUIGI FAILLA TEDALDI";"PAIS00700R";"IIS - LUIGI FAILLA TEDALDI";"0";"0";"0";"Secondario II grado";"2021-2022";"CASTELBUONO";"082022"
"081005";"CASTELLAMMARE DEL GOLFO";"TRAPANI";"LICEO CLASSICO";"TPPC00801B";"LICEO CLASSICO FRANCESCO VIVONA";"TPIS008004";"POLO STATALE I.S.S. PIERSANTI MATTARELLA";"96";"5";"6";"Secondario II grado";"2021-2022";"CASTELLAMMARE DEL GOLFO";"081005"
"081005";"CASTELLAMMARE DEL GOLFO";"TRAPANI";"IST PROF INDUSTRIA E ARTIGIANATO";"TPRI00801Q";"PROF. - MAN ASS TEC - D. DOLCI";"TPIS008004";"POLO STATALE I.S.S. PIERSANTI MATTARELLA";"84";"12";"4";"Secondario II grado";"2021-2022";"CASTELLAMMARE DEL GOLFO";"081005"
"081005";"CASTELLAMMARE DEL GOLFO";"TRAPANI";"IST PROF INDUSTRIA E ATTIVITA' MARINARE";"TPRM008017";"TTL CAIM EX NAUTICO - ITC P.MATTARELLA";"TPIS008004";"POLO STATALE I.S.S. PIERSANTI MATTARELLA";"65";"6";"4";"Secondario II grado";"2021-2022";"CASTELLAMMARE DEL GOLFO";"081005"
"081005";"CASTELLAMMARE DEL GOLFO";"TRAPANI";"ISTITUTO TECNICO COMMERCIALE";"TPTD00802B";"TECNICO TURISMO - ITC P. MATTARELLA";"TPIS008004";"POLO STATALE I.S.S. PIERSANTI MATTARELLA";"208";"15";"10";"Secondario II grado";"2021-2022";"CASTELLAMMARE DEL GOLFO";"081005"
"082024";"CASTELLANA SICULA";"PALERMO";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"PARA01851L";"IPSA CASTELLANA SERALE";"PAIS018007";"I.I.S. P. DOMINA PETRALIA SOTTANA";"0";"0";"0";"Secondario II grado";"2021-2022";"PETRALIA SOTTANA";"082056"
"082024";"CASTELLANA SICULA";"PALERMO";"IST PROF ALBERGHIERO";"PARH01801B";"IPSSARCASTELLANA SICULA";"PAIS018007";"I.I.S. P. DOMINA PETRALIA SOTTANA";"122";"7";"9";"Secondario II grado";"2021-2022";"PETRALIA SOTTANA";"082056"
"082024";"CASTELLANA SICULA";"PALERMO";"IST PROF ALBERGHIERO";"PARH01850Q";"IST.PROFESSIONALE ALBERGHIERO SERALE";"PAIS018007";"I.I.S. P. DOMINA PETRALIA SOTTANA";"24";"0";"1";"Secondario II grado";"2021-2022";"PETRALIA SOTTANA";"082056"
"084012";"CASTELTERMINI";"AGRIGENTO";"IST PROF INDUSTRIA E ARTIGIANATO";"AGRI026021";"IPSIA ARCHIMEDE";"AGIS026008";"IIS - ARCHIMEDE";"124";"11";"7";"Secondario II grado";"2021-2022";"CAMMARATA";"084009"
"084012";"CASTELTERMINI";"AGRIGENTO";"IST PROF INDUSTRIA E ARTIGIANATO";"AGRI026508";"ARCHIMEDE";"AGIS026008";"IIS - ARCHIMEDE";"64";"0";"4";"Secondario II grado";"2021-2022";"CAMMARATA";"084009"
"084012";"CASTELTERMINI";"AGRIGENTO";"LICEO SCIENTIFICO";"AGPS002016";"MADRE TERESA DI CALCUTTA";"AGIS00200Q";"IIS - MADRE TERESA DI CALCUTTA";"49";"1";"4";"Secondario II grado";"2021-2022";"CASTELTERMINI";"084012"
"084012";"CASTELTERMINI";"AGRIGENTO";"ISTITUTO TECNICO COMMERCIALE";"AGTD002012";"I.T. M.T. DI CALCUTTA";"AGIS00200Q";"IIS - MADRE TERESA DI CALCUTTA";"103";"1";"5";"Secondario II grado";"2021-2022";"CASTELTERMINI";"084012"
"081006";"CASTELVETRANO";"TRAPANI";"LICEO CLASSICO";"TPPC032018";"LIC. CLASSICO G. PANTALEO C/VETRANO";"TPIS032001";"I.I.S. CIPOLLA-PANTALEO-GENTILE";"311";"0";"14";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"081006";"CASTELVETRANO";"TRAPANI";"ISTITUTO MAGISTRALE";"TPPM03201C";"LIC. SCIENZE UMANE G.GENTILE C/VETRANO";"TPIS032001";"I.I.S. CIPOLLA-PANTALEO-GENTILE";"413";"20";"20";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"081006";"CASTELVETRANO";"TRAPANI";"LICEO SCIENTIFICO";"TPPS03201B";"LIC. SCIENTIFICO M. CIPOLLA C/VETRANO";"TPIS032001";"I.I.S. CIPOLLA-PANTALEO-GENTILE";"754";"1";"32";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"081006";"CASTELVETRANO";"TRAPANI";"IST PROF PER I SERVIZI COMMERCIALI E TURISTICI";"TPRC02101D";"IST PROF PER I SERVIZI COMMERC. E TURIST";"TPIS02100E";"I.S. G.B.FERRIGNO V. ACCARDI";"66";"12";"4";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"081006";"CASTELVETRANO";"TRAPANI";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"TPRH040003";"I.P.S.E.O.A. V. TITONE";"TPRH040003";"I.P.S.E.O.A. V. TITONE";"617";"53";"30";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"081006";"CASTELVETRANO";"TRAPANI";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"TPRH040014";"I.P.S.E.O.A. V. TITONE - C. CIRCOND.";"TPRH040003";"I.P.S.E.O.A. V. TITONE";"0";"0";"0";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"081006";"CASTELVETRANO";"TRAPANI";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"TPRH04050C";"I. P. S. E . O. A. V. TITONE";"TPRH040003";"I.P.S.E.O.A. V. TITONE";"98";"0";"3";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"081006";"CASTELVETRANO";"TRAPANI";"ISTITUTO TECNICO COMMERCIALE";"TPTD02101R";"I.T.C. G.B.FERRIGNO C/VETRANO";"TPIS02100E";"I.S. G.B.FERRIGNO V. ACCARDI";"480";"11";"21";"Secondario II grado";"2021-2022";"CASTELVETRANO";"081006"
"083016";"CASTROREALE";"MESSINA";"ISTITUTO MAGISTRALE";"MEPM03401V";"24 MAGGIO 1915";"MEIS03400B";"BARCELLONA MEDI";"94";"9";"7";"Secondario II grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"087015";"CATANIA";"CATANIA";"LICEO CLASSICO";"CTPC03000G";"LC CL.ANNESSO CONV.NAZ. CUTELLI";"CTPC03000G";"LC CL.ANNESSO CONV.NAZ. CUTELLI";"591";"2";"25";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO CLASSICO";"CTPC040006";"LC MARIO CUTELLI";"CTPC040006";"LC MARIO CUTELLI";"1173";"3";"54";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO CLASSICO";"CTPC070002";"LC SPEDALIERI";"CTPC070002";"LC SPEDALIERI";"667";"2";"30";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO MAGISTRALE";"CTPM020005";"LICEO STATALE G. TURRISI COLONNA";"CTPM020005";"LICEO STATALE G. TURRISI COLONNA";"1163";"28";"51";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO MAGISTRALE";"CTPM03000Q";"LICEO STATALE LOMBARDO RADICE";"CTPM03000Q";"LICEO STATALE LOMBARDO RADICE";"1399";"42";"65";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO SCIENTIFICO";"CTPS017019";"VACCARINI";"CTIS01700V";"IS G. B. VACCARINI";"841";"11";"36";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO SCIENTIFICO";"CTPS020004";"LS BOGGIO LERA";"CTPS020004";"LS BOGGIO LERA";"1645";"5";"72";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO SCIENTIFICO";"CTPS040009";"LS GALILEO GALILEI";"CTPS040009";"LS GALILEO GALILEI";"2118";"1";"75";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO SCIENTIFICO";"CTPS04001A";"L.S. GALILEI SEZ. OSPEDALIERA";"CTPS040009";"LS GALILEO GALILEI";"10";"0";"1";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO SCIENTIFICO";"CTPS06000E";"LICEO SCIENT/LINGUIST UMBERTO DI SAVOIA";"CTPS06000E";"LICEO SCIENT/LINGUIST UMBERTO DI SAVOIA";"1697";"4";"67";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF PER L'AGRICOLTURA E L'AMBIENTE";"CTRA03801X";"P.DEODATO - PROF. ALBERGHIERO E AGRIC.";"CTIS03800X";"I.S. E.FERMI - EREDIA";"297";"53";"17";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF PER I SERVIZI COMMERCIALI E TURISTICI";"CTRC03401G";"IPS A. OLIVETTI";"CTIS03400L";"I.S. DE FELICE GIUFFRIDA - OLIVETTI";"175";"27";"9";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF PER I SERVIZI SOCIALI";"CTRF043014";"IPSS L. MANGANO";"CTIS04300B";"MARCONI-MANGANO";"485";"93";"29";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF PER I SERVIZI SOCIALI";"CTRF04350C";"ISTITUTO PROF.LE MANGANO CORSO SERALE";"CTIS04300B";"MARCONI-MANGANO";"99";"0";"5";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"CTRH03000C";"I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA";"CTRH03000C";"I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA";"1340";"142";"67";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"CTRH03005N";"CASA CIRCONDARIALE DI CATANIA-BICOCCA";"CTRH03000C";"I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA";"79";"0";"6";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF ALBERGHIERO";"CTRH03050T";"ISTITUTO PROFESSIONALE KAROL WOJTILA";"CTRH03000C";"I.P.S.S.E.O.A. KAROL WOJTYLA CATANIA";"186";"0";"9";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"CTRH060008";"PESTALOZZI";"CTRH060008";"PESTALOZZI";"152";"39";"10";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"CTRH06050N";"PESTALOZZI - SERALE";"CTRH060008";"PESTALOZZI";"0";"0";"0";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF INDUSTRIA E ARTIGIANATO";"CTRI03801G";"IPSIA E.FERMI";"CTIS03800X";"I.S. E.FERMI - EREDIA";"406";"27";"22";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF INDUSTRIA E ATTIVITA' MARINARE";"CTRM00701B";"C. COLOMBO";"CTIS007008";"I.S.I.S. D. ABRUZZI POLITECNICO DEL MARE";"256";"20";"15";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"IST PROF INDUSTRIA E ATTIVITA' MARINARE";"CTRM00750Q";"SERALE IST PROF IND. E ATTIVITA' MARINAR";"CTIS007008";"I.S.I.S. D. ABRUZZI POLITECNICO DEL MARE";"0";"0";"0";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO D'ARTE";"CTSD02000E";"LICEO ARTISTICO STATALE M.M. LAZZARO";"CTSD02000E";"LICEO ARTISTICO STATALE M.M. LAZZARO";"927";"68";"45";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO ARTISTICO";"CTSL01000A";"LICEO ARTISTICO EMILIO GRECO CATANIA";"CTSL01000A";"LICEO ARTISTICO EMILIO GRECO CATANIA";"373";"51";"19";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO ARTISTICO";"CTSL01004E";"CASA CIRCONDARIALE PIAZZA LANZA";"CTSL01000A";"LICEO ARTISTICO EMILIO GRECO CATANIA";"60";"0";"4";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO ARTISTICO";"CTSL01050Q";"CATANIA";"CTSL01000A";"LICEO ARTISTICO EMILIO GRECO CATANIA";"49";"0";"3";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"LICEO ARTISTICO";"CTSL020001";"MUSCO";"CTSL020001";"MUSCO";"284";"22";"13";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO AGRARIO";"CTTA03801Q";"F. EREDIA";"CTIS03800X";"I.S. E.FERMI - EREDIA";"126";"14";"7";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO AGRARIO";"CTTA038504";"F.EREDIA CORSO SERALE";"CTIS03800X";"I.S. E.FERMI - EREDIA";"65";"0";"3";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO AERONAUTICO";"CTTB01000A";"ITAER A. FERRARIN";"CTTB01000A";"ITAER A. FERRARIN";"594";"10";"25";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO COMMERCIALE";"CTTD02301C";"GEMMELLARO - AMMINIST,FIN. E MKT";"CTIS023006";"IS CARLO GEMMELLARO";"117";"3";"5";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO COMMERCIALE";"CTTD03401V";"ITC DE FELICE GIUFFRIDA";"CTIS03400L";"I.S. DE FELICE GIUFFRIDA - OLIVETTI";"460";"16";"23";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF01000G";"ISTITUTO TECNICO ARCHIMEDE";"CTTF01000G";"ISTITUTO TECNICO ARCHIMEDE";"1307";"42";"60";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF010501";"ISTITUTO TECNICO ARCHIMEDE";"CTTF01000G";"ISTITUTO TECNICO ARCHIMEDE";"232";"0";"11";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF01701B";"VACCARINI";"CTIS01700V";"IS G. B. VACCARINI";"191";"11";"10";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF02301P";"GEMMELLARO - INFORMATICA";"CTIS023006";"IS CARLO GEMMELLARO";"192";"15";"10";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF03000R";"ITI CANNIZZARO";"CTTF03000R";"ITI CANNIZZARO";"602";"33";"31";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF030517";"CANNIZZARO";"CTTF03000R";"ITI CANNIZZARO";"247";"0";"11";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF04301X";"ITI G.MARCONI";"CTIS04300B";"MARCONI-MANGANO";"660";"24";"32";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO INDUSTRIALE";"CTTF043508";"CORSO SERALE ISTITUTO TECNICO INDUSTR.";"CTIS04300B";"MARCONI-MANGANO";"76";"0";"4";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO NAUTICO";"CTTH007018";"DUCA DEGLI ABRUZZI";"CTIS007008";"I.S.I.S. D. ABRUZZI POLITECNICO DEL MARE";"677";"11";"33";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO NAUTICO";"CTTH00750L";"SERALE IST.TEC NAUTICO ABRUZZI";"CTIS007008";"I.S.I.S. D. ABRUZZI POLITECNICO DEL MARE";"0";"0";"0";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO PER GEOMETRI";"CTTL01701G";"G. B. VACCARINI";"CTIS01700V";"IS G. B. VACCARINI";"162";"6";"9";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO PER GEOMETRI";"CTTL017511";"G.B. VACCARINI - SERALE";"CTIS01700V";"IS G. B. VACCARINI";"0";"0";"0";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"087015";"CATANIA";"CATANIA";"ISTITUTO TECNICO PER IL TURISMO";"CTTN02301A";"GEMMELLARO - TURISMO";"CTIS023006";"IS CARLO GEMMELLARO";"532";"14";"24";"Secondario II grado";"2021-2022";"CATANIA";"087015"
"082027";"CEFALU'";"PALERMO";"LICEO CLASSICO";"PAPC002011";"MANDRALISCA";"PAIS00200N";"MANDRALISCA";"253";"2";"12";"Secondario II grado";"2021-2022";"CEFALU'";"082027"
"082027";"CEFALU'";"PALERMO";"ISTITUTO MAGISTRALE";"PAPM02201A";"LICEO LINGUISTICO STATALE";"PAIS02200V";"JACOPO DEL DUCA - DIEGO BIANCA AMATO";"325";"2";"15";"Secondario II grado";"2021-2022";"CEFALU'";"082027"
"082027";"CEFALU'";"PALERMO";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"PARH00201T";"IPSSEOA CEFALU'";"PAIS00200N";"MANDRALISCA";"490";"18";"24";"Secondario II grado";"2021-2022";"CEFALU'";"082027"
"082027";"CEFALU'";"PALERMO";"IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE";"PARH002506";"IST.PROF.PER I SERV. ALB. E RIST. IPSSAR";"PAIS00200N";"MANDRALISCA";"69";"0";"3";"Secondario II grado";"2021-2022";"CEFALU'";"082027"
