"CodComune";"Comune";"Provincia";"TipoIstituto";"CodiceScuola";"Denominazione";"CodiceIstituto";"DenominazioneIstituto";"Alunni";"Hand";"Classi";"Ciclo";"annoScolastico";"ComuneIstituto";"CodComuneIstituto"
"082068";"SCIARA";"PALERMO";;"PAEE82503A";"SCIARA S.GIOVANNI BOSCO=";"PAIC825006";"I.C. MONTEMAGGIORE BELSITO";"128";"1";"6";"Primario";"2021-2022";"MONTEMAGGIORE BELSITO";"082051"
"088011";"SCICLI";"RAGUSA";;"RGEE812011";"PLESSO QUASIMODO";"RGIC81200V";"I.C. DON LORENZO MILANI";"384";"13";"20";"Primario";"2021-2022";"SCICLI";"088011"
"088011";"SCICLI";"RAGUSA";;"RGEE81301R";"FRAZ. DONNALUCATA";"RGIC81300P";"ELIO VITTORINI";"188";"5";"10";"Primario";"2021-2022";"SCICLI";"088011"
"088011";"SCICLI";"RAGUSA";;"RGEE81302T";"FRAZ. CAVA D'ALIGA";"RGIC81300P";"ELIO VITTORINI";"46";"1";"4";"Primario";"2021-2022";"SCICLI";"088011"
"088011";"SCICLI";"RAGUSA";;"RGEE81303V";"FRAZ. SAMPIERI";"RGIC81300P";"ELIO VITTORINI";"28";"0";"3";"Primario";"2021-2022";"SCICLI";"088011"
"088011";"SCICLI";"RAGUSA";;"RGEE81304X";"BARTOLOMEO CATAUDELLA";"RGIC81300P";"ELIO VITTORINI";"271";"8";"14";"Primario";"2021-2022";"SCICLI";"088011"
"088011";"SCICLI";"RAGUSA";;"RGEE82601V";"DE AMICIS";"RGIC82600R";"GIOVANNI DANTONI";"339";"7";"18";"Primario";"2021-2022";"SCICLI";"088011"
"082081";"SCILLATO";"PALERMO";;"PAEE8BD02D";"SCILLATO";"PAIC8BD00A";"COLLESANO";"34";"2";"3";"Primario";"2021-2022";"COLLESANO";"082032"
"082069";"SCLAFANI BAGNI";"PALERMO";;"PAEE819055";"SCLAFANI BAGNI";"PAIC81900V";"I.C. CALTAVUTURO -G. ODDO";"9";"0";"1";"Primario";"2021-2022";"CALTAVUTURO";"082015"
"087049";"SCORDIA";"CATANIA";;"CTEE8AN015";"SCUOLA PRIMARIA G. VERGA";"CTIC8AN003";"I.C.S. G. VERGA SCORDIA";"237";"25";"12";"Primario";"2021-2022";"SCORDIA";"087049"
"087049";"SCORDIA";"CATANIA";;"CTEE8AN026";"SCUOLA PRIMARIA VIA BOLOGNA";"CTIC8AN003";"I.C.S. G. VERGA SCORDIA";"186";"17";"11";"Primario";"2021-2022";"SCORDIA";"087049"
"087049";"SCORDIA";"CATANIA";;"CTEE8AP01R";"CD C. COLLODI SCORDIA";"CTIC8AP00P";"I.C. SALVO BASSO";"339";"21";"16";"Primario";"2021-2022";"SCORDIA";"087049"
"085018";"SERRADIFALCO";"CALTANISSETTA";;"CLEE82001G";"G. VERGA";"CLIC82000D";"FILIPPO PUGLISI SERRADIFALCO";"194";"16";"13";"Primario";"2021-2022";"SERRADIFALCO";"085018"
"084042";"SICULIANA";"AGRIGENTO";;"AGEE819013";"CAPUANA";"AGIC819001";"IC - G. GARIBALDI";"152";"4";"9";"Primario";"2021-2022";"REALMONTE";"084032"
"083095";"SINAGRA";"MESSINA";;"MEEE83804Q";"SINAGRA";"MEIC83800E";"CASTELL'UMBERTO";"50";"0";"5";"Primario";"2021-2022";"CASTELL'UMBERTO";"083014"
"083095";"SINAGRA";"MESSINA";;"MEEE83805R";"S. MARIA - GORGHI";"MEIC83800E";"CASTELL'UMBERTO";"57";"2";"5";"Primario";"2021-2022";"CASTELL'UMBERTO";"083014"
"089017";"SIRACUSA";"SIRACUSA";;"SREE80101B";"II I.C. FALCONE-BORSELLINO SR";"SRIC801009";"II I.C. FALCONE-BORSELLINO SR";"47";"4";"2";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE80102C";"II I.C. FALCONE-BORSELLINO SR";"SRIC801009";"II I.C. FALCONE-BORSELLINO SR";"237";"16";"13";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE802017";"IV I.C. G. VERGA SIRACUSA";"SRIC802005";"IV I.C. G. VERGA SIRACUSA";"151";"19";"11";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE802039";"IV I.C. G. VERGA SIRACUSA";"SRIC802005";"IV I.C. G. VERGA SIRACUSA";"83";"5";"4";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE80501P";"I.C. N. MARTOGLIO SIRACUSA";"SRIC80500L";"I.C. N. MARTOGLIO SIRACUSA";"111";"14";"7";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE80503R";"I.C. N. MARTOGLIO SIRACUSA";"SRIC80500L";"I.C. N. MARTOGLIO SIRACUSA";"130";"6";"7";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE80601E";"VII I.C. G.A. COSTANZO SIRACUSA";"SRIC80600C";"VII I.C. G.A. COSTANZO SIRACUSA";"328";"23";"17";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE80701A";"XI I.C. ARCHIA SIRACUSA";"SRIC807008";"XI I.C. ARCHIA SIRACUSA";"241";"14";"12";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE80703C";"XI I.C. ARCHIA SIRACUSA";"SRIC807008";"XI I.C. ARCHIA SIRACUSA";"108";"4";"5";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE808016";"XII I.C. V. BRANCATI SIRACUSA";"SRIC808004";"XII I.C. V. BRANCATI SIRACUSA";"245";"18";"13";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE809012";"XV I.C. P. ORSI SIRACUSA";"SRIC80900X";"XV I.C. P. ORSI SIRACUSA";"303";"16";"15";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE810016";"XVI I.C. S. CHINDEMI SIRACUSA";"SRIC810004";"XVI I.C. S. CHINDEMI SIRACUSA";"105";"8";"6";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE810027";"XVI I.C. S. CHINDEMI SIRACUSA";"SRIC810004";"XVI I.C. S. CHINDEMI SIRACUSA";"104";"6";"5";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE810038";"XVI I.C. S. CHINDEMI SIRACUSA";"SRIC810004";"XVI I.C. S. CHINDEMI SIRACUSA";"53";"5";"3";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE811012";"XIV I.C. K. WOJTYLA SIRACUSA";"SRIC81100X";"XIV I.C. K. WOJTYLA SIRACUSA";"161";"4";"8";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE811023";"XIV I.C. K. WOJTYLA SIRACUSA";"SRIC81100X";"XIV I.C. K. WOJTYLA SIRACUSA";"219";"8";"11";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE81201T";"X I.C. E. GIARACA' SIRACUSA";"SRIC81200Q";"X I.C. E. GIARACA' SIRACUSA";"420";"22";"21";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE81301N";"XIII I.C. ARCHIMEDE SIRACUSA";"SRIC81300G";"XIII I.C.ARCHIMEDE SIRACUSA";"267";"9";"13";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE81302P";"XIII I.C. ARCHIMEDE SIRACUSA";"SRIC81300G";"XIII I.C.ARCHIMEDE SIRACUSA";"102";"0";"5";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE82801B";"III I.C. S. LUCIA SIRACUSA";"SRIC828009";"III I.C. S. LUCIA SIRACUSA";"248";"19";"12";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE82802C";"III I.C. S. LUCIA SIRACUSA";"SRIC828009";"III I.C. S. LUCIA SIRACUSA";"79";"6";"5";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE82803D";"III I.C. S. LUCIA SIRACUSA";"SRIC828009";"III I.C. S. LUCIA SIRACUSA";"94";"5";"5";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE829017";"VIII I.C. E. VITTORINI SIRACUSA";"SRIC829005";"VIII I.C. E. VITTORINI SIRACUSA";"357";"12";"16";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE861013";"I.C. S. RAITI SIRACUSA";"SRIC861001";"I.C. S. RAITI SIRACUSA";"364";"18";"19";"Primario";"2021-2022";"SIRACUSA";"089017"
"089017";"SIRACUSA";"SIRACUSA";;"SREE86201V";"I.C. G. LOMBARDO RADICE SR";"SRIC86200R";"I.C. G. LOMBARDO RADICE SR";"405";"18";"21";"Primario";"2021-2022";"SIRACUSA";"089017"
"089018";"SOLARINO";"SIRACUSA";;"SREE817011";"I I.C. E. VITTORINI SOLARINO";"SRIC81700V";"I I.C. E. VITTORINI SOLARINO";"317";"16";"16";"Primario";"2021-2022";"SOLARINO";"089018"
"085019";"SOMMATINO";"CALTANISSETTA";;"CLEE815014";"G. LOMBARDO RADICE";"CLIC815002";"N. DI MARIA SOMMATINO - DELIA";"285";"8";"14";"Primario";"2021-2022";"SOMMATINO";"085019"
"089019";"SORTINO";"SIRACUSA";;"SREE846011";"I I.C. G.M. COLUMBA SORTINO";"SRIC84600V";"I I.C. G.M. COLUMBA SORTINO";"172";"5";"9";"Primario";"2021-2022";"SORTINO";"089019"
"089019";"SORTINO";"SIRACUSA";;"SREE846033";"I I.C. G.M. COLUMBA SORTINO";"SRIC84600V";"I I.C. G.M. COLUMBA SORTINO";"144";"9";"8";"Primario";"2021-2022";"SORTINO";"089019"
"083096";"SPADAFORA";"MESSINA";;"MEEE87405X";"SPADAFORA";"MEIC87400N";"ISTITUTO COMPRENSIVO - SAPONARA";"140";"8";"9";"Primario";"2021-2022";"SAPONARA";"083092"
"086017";"SPERLINGA";"ENNA";;"ENEE062035";"CENTRALE (COMUNE DI SPERLINGA)";"ENEE062002";"DIREZ. DID. 2 CIRC. SAN FELICE";"14";"0";"2";"Primario";"2021-2022";"NICOSIA";"086012"
"085020";"SUTERA";"CALTANISSETTA";;"CLEE81904E";"SEN. G. MORMINO";"CLIC819009";"P. EMILIANI GIUDICI MUSSOMELI";"33";"0";"3";"Primario";"2021-2022";"MUSSOMELI";"085012"
"083097";"TAORMINA";"MESSINA";;"MEEE886023";"SCUOLA PRIMARIA TAORMINA";"MEIC88600X";"N.1FOSCOLOTAORMINA";"187";"6";"10";"Primario";"2021-2022";"TAORMINA";"083097"
"083097";"TAORMINA";"MESSINA";;"MEEE886034";"SCUOLA PRIMARIA MAZZEO";"MEIC88600X";"N.1FOSCOLOTAORMINA";"59";"4";"5";"Primario";"2021-2022";"TAORMINA";"083097"
"083097";"TAORMINA";"MESSINA";;"MEEE88609A";"TAORMINA - TRAPPITELLO";"MEIC88600X";"N.1FOSCOLOTAORMINA";"208";"11";"11";"Primario";"2021-2022";"TAORMINA";"083097"
"083106";"TERME VIGLIATORE";"MESSINA";;"MEEE857012";"TERME VIGLIATORE";"MEIC85700X";"TERME VIGLIATORE";"81";"5";"6";"Primario";"2021-2022";"TERME VIGLIATORE";"083106"
"083106";"TERME VIGLIATORE";"MESSINA";;"MEEE857023";"MACEO";"MEIC85700X";"TERME VIGLIATORE";"153";"6";"10";"Primario";"2021-2022";"TERME VIGLIATORE";"083106"
"083106";"TERME VIGLIATORE";"MESSINA";;"MEEE857034";"S. BIAGIO";"MEIC85700X";"TERME VIGLIATORE";"40";"1";"3";"Primario";"2021-2022";"TERME VIGLIATORE";"083106"
"083106";"TERME VIGLIATORE";"MESSINA";;"MEEE857045";"VIGLIATORE";"MEIC85700X";"TERME VIGLIATORE";"60";"1";"4";"Primario";"2021-2022";"TERME VIGLIATORE";"083106"
"082070";"TERMINI IMERESE";"PALERMO";;"PAEE093032";"D.D. TERMINI IMERESE I-GARDENIA";"PAEE09300V";"D.D. TERMINI IMERESE I CIRCOLO";"311";"6";"17";"Primario";"2021-2022";"TERMINI IMERESE";"082070"
"082070";"TERMINI IMERESE";"PALERMO";;"PAEE093065";"L.PIRANDELLO";"PAEE09300V";"D.D. TERMINI IMERESE I CIRCOLO";"208";"6";"13";"Primario";"2021-2022";"TERMINI IMERESE";"082070"
"082070";"TERMINI IMERESE";"PALERMO";;"PAEE88601Q";"I.C. TERMINI/BALSAMO-LA BARBERA";"PAIC88600N";"I.C. TERMINI-BALSAMO/PANDOLFINI";"81";"2";"5";"Primario";"2021-2022";"TERMINI IMERESE";"082070"
"082070";"TERMINI IMERESE";"PALERMO";;"PAEE88604V";"CD SAN FRANCESCO D'ASSISI";"PAIC88600N";"I.C. TERMINI-BALSAMO/PANDOLFINI";"86";"3";"5";"Primario";"2021-2022";"TERMINI IMERESE";"082070"
"082070";"TERMINI IMERESE";"PALERMO";;"PAEE88605X";"D.D.TERMINI IMER. II-S.F.SCO DP";"PAIC88600N";"I.C. TERMINI-BALSAMO/PANDOLFINI";"105";"11";"7";"Primario";"2021-2022";"TERMINI IMERESE";"082070"
"082070";"TERMINI IMERESE";"PALERMO";;"PAEE886061";"CD SAN LORENZO";"PAIC88600N";"I.C. TERMINI-BALSAMO/PANDOLFINI";"97";"5";"6";"Primario";"2021-2022";"TERMINI IMERESE";"082070"
"082070";"TERMINI IMERESE";"PALERMO";;"PAEE8A601D";"I.C. TERMINI/TISIA D'IM-R.SALVO";"PAIC8A600B";"I.C. TERMINI I. - TISIA D'IMERA";"190";"6";"11";"Primario";"2021-2022";"TERMINI IMERESE";"082070"
"082071";"TERRASINI";"PALERMO";;"PAEE10701L";"D.D. TERRASINI-DON MILANI";"PAEE10700G";"D.D. TERRASINI - DON L. MILANI";"269";"20";"15";"Primario";"2021-2022";"TERRASINI";"082071"
"082071";"TERRASINI";"PALERMO";;"PAEE88701G";"I.C. TERRASINI/G.XXIII -CATALDO";"PAIC88700D";"I.C. TERRASINI - GIOVANNI XXIII";"417";"13";"20";"Primario";"2021-2022";"TERRASINI";"082071"
"083098";"TORREGROTTA";"MESSINA";;"MEEE87601B";"CENTRO";"MEIC876009";"I.C. DI TORREGROTTA";"101";"1";"6";"Primario";"2021-2022";"TORREGROTTA";"083098"
"083098";"TORREGROTTA";"MESSINA";;"MEEE87602C";"FRAZ. SCALA";"MEIC876009";"I.C. DI TORREGROTTA";"69";"6";"5";"Primario";"2021-2022";"TORREGROTTA";"083098"
"083098";"TORREGROTTA";"MESSINA";;"MEEE87603D";"FRAZ. CROCIERI";"MEIC876009";"I.C. DI TORREGROTTA";"126";"9";"10";"Primario";"2021-2022";"TORREGROTTA";"083098"
"083108";"TORRENOVA";"MESSINA";;"MEEE877017";"TORRENOVA";"MEIC877005";"TORRENOVA";"146";"4";"10";"Primario";"2021-2022";"TORRENOVA";"083108"
"082072";"TORRETTA";"PALERMO";;"PAEE8AG019";"I.C. CARINI CALDERONE-TORRETTA";"PAIC8AG007";"I.C. CARINI-CALDERONE/TORRETTA";"425";"23";"24";"Primario";"2021-2022";"CARINI";"082021"
"083099";"TORTORICI";"MESSINA";;"MEEE89101D";"TORTORICI PLESSO G .FARANDA";"MEIC89100B";"I.C. N. 1 TORTORICI";"175";"4";"10";"Primario";"2021-2022";"TORTORICI";"083099"
"083099";"TORTORICI";"MESSINA";;"MEEE89105N";"FRAZ. MOIRA";"MEIC89100B";"I.C. N. 1 TORTORICI";"41";"2";"4";"Primario";"2021-2022";"TORTORICI";"083099"
"083099";"TORTORICI";"MESSINA";;"MEEE891111";"FRAZ. SCIORTINO";"MEIC89100B";"I.C. N. 1 TORTORICI";"16";"1";"2";"Primario";"2021-2022";"TORTORICI";"083099"
"082073";"TRABIA";"PALERMO";;"PAEE88801B";"I.C.TRABIA/G.XXIII-LEOPARDI/S.N";"PAIC888009";"IC. TRABIA -GIOVANNI XXIII";"66";"6";"5";"Primario";"2021-2022";"TRABIA";"082073"
"082073";"TRABIA";"PALERMO";;"PAEE88802C";"LOCALI SCUOLA MEDIA";"PAIC888009";"IC. TRABIA -GIOVANNI XXIII";"118";"3";"6";"Primario";"2021-2022";"TRABIA";"082073"
"082073";"TRABIA";"PALERMO";;"PAEE88803D";"PLESSO LA MASA";"PAIC888009";"IC. TRABIA -GIOVANNI XXIII";"145";"5";"9";"Primario";"2021-2022";"TRABIA";"082073"
"082073";"TRABIA";"PALERMO";;"PAEE88804E";"PLESSO LUIGI CAPUANA";"PAIC888009";"IC. TRABIA -GIOVANNI XXIII";"81";"3";"5";"Primario";"2021-2022";"TRABIA";"082073"
"081021";"TRAPANI";"TRAPANI";;"TPEE00301X";"VIA G.B.FARDELLA U.DI DI SAVOIA";"TPEE00300V";"III CIRC. U.DI SAVOIA TRAPANI";"482";"26";"25";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE00401Q";"G.MARCONI";"TPEE00400P";"CIRC. G.MARCONI TRAPANI";"272";"20";"14";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE00402R";"PLESSO ANTONINO VIA";"TPEE00400P";"CIRC. G.MARCONI TRAPANI";"80";"14";"6";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE00403T";"VITOCOLONNA";"TPEE00400P";"CIRC. G.MARCONI TRAPANI";"156";"9";"9";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE82503T";"PLESSO LEONARDO DA VINCI";"TPIC82500N";"IST.COM. L. BASSI -S.CATALANO";"99";"3";"5";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE82504V";"PLESSO SAN F.SCO D'ASSISI";"TPIC82500N";"IST.COM. L. BASSI -S.CATALANO";"94";"4";"5";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE825061";"PLESSO DUCA D'AOSTA";"TPIC82500N";"IST.COM. L. BASSI -S.CATALANO";"98";"7";"5";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE82601G";"PLESSO GUARRATO";"TPIC82600D";"I.C. GIUSEPPE MONTALTO";"22";"3";"2";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE82602L";"PLESSO E.DE AMICIS MARAUSA";"TPIC82600D";"I.C. GIUSEPPE MONTALTO";"95";"4";"5";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE82604P";"PLESSO SAN G.BOSCO - RILIEVO";"TPIC82600D";"I.C. GIUSEPPE MONTALTO";"81";"2";"5";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE82605Q";"PLESSO G.PASCOLI SALINAGRANDE";"TPIC82600D";"I.C. GIUSEPPE MONTALTO";"87";"2";"5";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE836016";"PLESSO EX LAGO CEPEO";"TPIC836004";"I.C. G.G.CIACCIO MONTALTO";"138";"18";"8";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE836027";"PLESSO G.G. CIACCIO MONTALTO";"TPIC836004";"I.C. G.G.CIACCIO MONTALTO";"127";"25";"8";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE836038";"PLESSO G. G. C. MONTALTO";"TPIC836004";"I.C. G.G.CIACCIO MONTALTO";"41";"4";"3";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE836049";"PLESSO GIOVANNI VERGA";"TPIC836004";"I.C. G.G.CIACCIO MONTALTO";"92";"4";"5";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE84001T";"PLESSO DON MILANI";"TPIC84000Q";"I.C NUNZIO NASI TRAPANI";"169";"12";"10";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE84002V";"PLESSO COLLODI - XITTA";"TPIC84000Q";"I.C NUNZIO NASI TRAPANI";"63";"3";"5";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE84201D";"PLESSO E. PERTINI";"TPIC84200B";"I.C. E. PERTINI";"117";"23";"8";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE84202E";"PLESSO VIA TERENZIO";"TPIC84200B";"I.C. E. PERTINI";"77";"20";"6";"Primario";"2021-2022";"TRAPANI";"081021"
"081021";"TRAPANI";"TRAPANI";;"TPEE84203G";"PLESSO A. VOLTA";"TPIC84200B";"I.C. E. PERTINI";"73";"3";"5";"Primario";"2021-2022";"TRAPANI";"081021"
"082074";"TRAPPETO";"PALERMO";;"PAEE83701E";"I.C. BALESTRATE-TRAPPETO";"PAIC83700C";"I.C. RETTORE F.EVOLA";"110";"3";"6";"Primario";"2021-2022";"BALESTRATE";"082007"
"087050";"TRECASTAGNI";"CATANIA";;"CTEE857017";"VIA VITTIME DI VIA FANI";"CTIC857005";"I.C.ERCOLE PATTI TRECASTAGNI";"340";"13";"17";"Primario";"2021-2022";"TRECASTAGNI";"087050"
"087050";"TRECASTAGNI";"CATANIA";;"CTEE857028";"TRECASTAGNI-GAGLIANESI";"CTIC857005";"I.C.ERCOLE PATTI TRECASTAGNI";"112";"1";"5";"Primario";"2021-2022";"TRECASTAGNI";"087050"
"087051";"TREMESTIERI ETNEO";"CATANIA";;"CTEE081015";"VIA SCUOLE";"CTEE081004";"CD T.DI CALCUTTA-TREMESTIERI";"170";"11";"9";"Primario";"2021-2022";"TREMESTIERI ETNEO";"087051"
"087051";"TREMESTIERI ETNEO";"CATANIA";;"CTEE081026";"SETTEBELLO SUD";"CTEE081004";"CD T.DI CALCUTTA-TREMESTIERI";"47";"2";"2";"Primario";"2021-2022";"TREMESTIERI ETNEO";"087051"
"087051";"TREMESTIERI ETNEO";"CATANIA";;"CTEE081037";"C.D. TERESA DI CALCUTTA";"CTEE081004";"CD T.DI CALCUTTA-TREMESTIERI";"515";"11";"23";"Primario";"2021-2022";"TREMESTIERI ETNEO";"087051"
"087051";"TREMESTIERI ETNEO";"CATANIA";;"CTEE081059";"SETTEBELLO NORD";"CTEE081004";"CD T.DI CALCUTTA-TREMESTIERI";"192";"15";"10";"Primario";"2021-2022";"TREMESTIERI ETNEO";"087051"
"087051";"TREMESTIERI ETNEO";"CATANIA";;"CTEE858013";"IC E. DE AMICIS TREMESTIERI E.";"CTIC858001";"IC. DE AMICIS TREMESTIERI ETNEO";"152";"9";"7";"Primario";"2021-2022";"TREMESTIERI ETNEO";"087051"
"087051";"TREMESTIERI ETNEO";"CATANIA";;"CTEE858024";"PLESSO MAIORANA";"CTIC858001";"IC. DE AMICIS TREMESTIERI ETNEO";"112";"5";"6";"Primario";"2021-2022";"TREMESTIERI ETNEO";"087051"
"083100";"TRIPI";"MESSINA";;"MEEE816083";"TRIPI CENTRO";"MEIC81600N";"I. C. NOVARA DI SICILIA";"11";"0";"1";"Primario";"2021-2022";"NOVARA DI SICILIA";"083062"
"086018";"TROINA";"ENNA";;"ENEE091013";"BORGO";"ENEE091002";"BORGO (TROINA)";"131";"6";"9";"Primario";"2021-2022";"TROINA";"086018"
"086018";"TROINA";"ENNA";;"ENEE091046";"SCALFORIO";"ENEE091002";"BORGO (TROINA)";"34";"0";"3";"Primario";"2021-2022";"TROINA";"086018"
"086018";"TROINA";"ENNA";;"ENEE091057";"MULINO A VENTO";"ENEE091002";"BORGO (TROINA)";"86";"0";"6";"Primario";"2021-2022";"TROINA";"086018"
"086018";"TROINA";"ENNA";;"ENEE09113L";"SAN MICHELE";"ENEE091002";"BORGO (TROINA)";"64";"0";"5";"Primario";"2021-2022";"TROINA";"086018"
"083101";"TUSA";"MESSINA";;"MEEE814014";"TUSA";"MEIC814002";"TUSA";"55";"1";"5";"Primario";"2021-2022";"TUSA";"083101"
"083101";"TUSA";"MESSINA";;"MEEE814025";"CASTEL DI TUSA";"MEIC814002";"TUSA";"16";"0";"2";"Primario";"2021-2022";"TUSA";"083101"
"083102";"UCRIA";"MESSINA";;"MEEE83807V";"UCRIA";"MEIC83800E";"CASTELL'UMBERTO";"23";"0";"2";"Primario";"2021-2022";"CASTELL'UMBERTO";"083014"
"082075";"USTICA";"PALERMO";;"PAEE89502G";"A.FAVALORO/I.C.S. S. PROFETA";"PAIC89500C";"CONVITTO NAZIONALE- G. FALCONE";"37";"1";"4";"Primario";"2021-2022";"PALERMO";"082053"
"081022";"VALDERICE";"TRAPANI";;"TPEE837012";"G.FALCONE";"TPIC83700X";"I. C. D.ALIGHIERI VALDERICE";"161";"10";"10";"Primario";"2021-2022";"VALDERICE";"081022"
"081022";"VALDERICE";"TRAPANI";;"TPEE837045";"DANTE ALIGHIERI";"TPIC83700X";"I. C. D.ALIGHIERI VALDERICE";"154";"10";"9";"Primario";"2021-2022";"VALDERICE";"081022"
"083103";"VALDINA";"MESSINA";;"MEEE82004E";"GIOVANNI PAOLO II F. VALDINA EE";"MEIC820009";"I.C.STEFANO D'ARRIGO VENETICO";"98";"6";"6";"Primario";"2021-2022";"VENETICO";"083104"
"086019";"VALGUARNERA CAROPEPE";"ENNA";;"ENEE817014";"G. MAZZINI";"ENIC817002";"G.MAZZINI";"146";"2";"8";"Primario";"2021-2022";"VALGUARNERA CAROPEPE";"086019"
"086019";"VALGUARNERA CAROPEPE";"ENNA";;"ENEE817025";"SEB. ARENA";"ENIC817002";"G.MAZZINI";"110";"3";"7";"Primario";"2021-2022";"VALGUARNERA CAROPEPE";"086019"
"086019";"VALGUARNERA CAROPEPE";"ENNA";;"ENEE817036";"PIAZZA CASTELLO";"ENIC817002";"G.MAZZINI";"77";"2";"5";"Primario";"2021-2022";"VALGUARNERA CAROPEPE";"086019"
"082076";"VALLEDOLMO";"PALERMO";;"PAEE82802R";"SCUOLA PRIMARIA DI VALLEDOLMO";"PAIC82800N";"I.C. ALIA/ROCCAPALUMBA/VALLEDOL";"119";"1";"7";"Primario";"2021-2022";"ALIA";"082001"
"085021";"VALLELUNGA PRATAMENO";"CALTANISSETTA";;"CLEE80403Q";"FORTUNATO SORRENTINO";"CLIC80400G";"VALLELUNGA PRAT. - MARIANOPOLI";"139";"9";"9";"Primario";"2021-2022";"VALLELUNGA PRATAMENO";"085021"
"087052";"VALVERDE";"CATANIA";;"CTEE85501G";"IC P. G. M. ALLEGRA VALVERDE";"CTIC85500D";"IC P. G. M. ALLEGRA-VALVERDE";"143";"8";"8";"Primario";"2021-2022";"VALVERDE";"087052"
"087052";"VALVERDE";"CATANIA";;"CTEE85502L";"VALVERDE - S.ANNA";"CTIC85500D";"IC P. G. M. ALLEGRA-VALVERDE";"38";"3";"2";"Primario";"2021-2022";"VALVERDE";"087052"
