CODICESCUOLA,CONTESTOSENZADISTURBI,VICINANZADISCARICA,VICINANZAINDUSTRIEINQUINANTI,VICINANZAACQUEINQUINANTI,VICINANZAFONTIINQUINAMENTOATMOSFERICO,VICINANZAFONTIINQUINAMENTOACUSTICO,VICINANZASORGENTIRADIAZIONIELETTROMAGNETICHE,VICINANZACIMITERI,VICINANZAALTRIDISTURBI,CRITICITASPECIFICHEAREASCOLASTICA,ASSENZAPIAZZOLAADEGUATA,AREANONRECINTATA,PRESENZAGRANDETRAFFICO,PRESENZATRANSITOFERROVIARIO,PREESISTENZEINDUSTRIALIABBANDONATE,ZONAURBANADEGRADATA,VICINANZAINDUSTRIEARISCHIO,ANNORILEVAZIONE
TEAA83504T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PAEE877011,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SSEE822065,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PCIC80900D,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
APEE83502T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PDIC890005,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VCAA809074,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSIC8AN00X,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
BAAA124057,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSAA85701V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMPC150008,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
PSAA831065,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GOEE80903R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTAA816017,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PNAA834014,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VRAA872016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMMM820016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ANTD004518,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
APRH01000N,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RNAA01502E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ALEE81904R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CHPS01301C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PTMM81401D,NO,NO,NO,SI,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TPAA82104A,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CNTD02951A,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BLAA830036,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,NO,NO,NO,NO,NO,2022-2023
SPAA81601P,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,SI,SI,NO,NO,NO,NO,NO,2022-2023
LTEE80801D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SPEE802089,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MOEE809026,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PZAA88905G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
FOAA82101X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CARI010002,SI,NO,NO,SI,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
IMTF00201D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RAIC80600E,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BOTF02602L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LERC031019,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTAA80001N,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PAEE039006,SI,NO,NO,NO,SI,SI,NO,NO,_,SI,NO,NO,SI,NO,NO,NO,NO,2022-2023
AGMM813024,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VAIC84600P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VVEE825013,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
BOEE072061,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ANAA850013,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOMM87701D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
FEMM815018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LEAA081015,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSPC067014,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ATAA81702V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RNAA820032,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NUMM86203G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
KREE82503D,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
BARH02401L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BOMM80501V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SAIC8B9003,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
AGAA81002C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOMM8AM02B,SI,NO,NO,NO,NO,NO,NO,SI,vicinanza della ferrovia,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GOPS009017,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SATF027014,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
AVMM844033,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CREE80605X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VRTD01153Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PIMM810017,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TORH02301C,SI,NO,NO,NO,SI,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
CTIC88900L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ALMM816026,SI,NO,NO,NO,NO,NO,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOIC8A300D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VBEE81208G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PVMM827016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TVPS04000Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTMM84301Q,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PZEE858066,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PDMM874018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
AGEE82408T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PCRI004016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BAEE18400V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
APAA829018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SAIS01200T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RCAA83503P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GEEE867038,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ATIC81400D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
AQEE83503D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GEEE84306V,SI,NO,NO,NO,NO,NO,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PZMM872027,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
KRAA81604E,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
VEEE01000C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
UDEE82603C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VARI00901G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GREE822018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAIS09700B,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
CRMM80203D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SOAA82403T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TRMM02200C,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
PCMM807042,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMEE87004B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PRRH00653P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TVAA87701N,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOEE845024,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SRAA814018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAIC839007,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CEMM10800G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
FIPS02601G,SI,NO,NO,NO,NO,NO,NO,SI,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SPEE815025,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
SIAA80704X,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
VISL009011,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CTAA08701V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMMM85101T,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
CSEE81902A,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAEE8CT05E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,NO,SI,NO,NO,NO,NO,2022-2023
RMMM8CD014,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CREE82103X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RAEE81802X,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PDIC896004,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MORC08000G,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VREE859011,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MEMM83802L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
FRAA848046,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CAAA84801E,SI,NO,NO,SI,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BSEE844026,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TOAA8BT033,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BORF00101B,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CZPM009014,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BNEE814034,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PAEE819011,SI,NO,NO,NO,NO,NO,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BREE827021,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,_,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,2022-2023
PITD03000R,SI,NO,NO,SI,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RGAA824034,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,SI,NO,NO,NO,NO,NO,2022-2023
CSAA59102R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VTEE83602X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMCT704004,SI,NO,NO,NO,NO,NO,NO,NO,ALTRO TIPO DI DEGRADO ECOLOGICO,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
MCRH01000R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMEE8EG01T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VTAA809019,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
FOEE813016,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
VVEE812011,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CEMM85404G,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,2022-2023
TPAA821028,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAEE822021,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MEEE83805R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CTPS026014,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMTA06000E,NO,NO,NO,NO,NO,NO,NO,NO,ALTRO TIPO DI DEGRADO ECOLOGICO,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RCAA859059,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MIAA8BC011,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAAA8E5012,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
BATD013018,SI,NO,NO,SI,NO,NO,NO,SI,_,SI,SI,NO,NO,NO,NO,NO,NO,2022-2023
MIPS03601R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PAMM81501L,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,NO,NO,2022-2023
NAEE8EP01V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,SI,NO,2022-2023
AQMM81202P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,SI,SI,NO,NO,NO,NO,NO,2022-2023
VIIC835002,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CNEE80305L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MIMM886018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMEE8DA03A,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CHEE84302R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMAA8FC021,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TPAA01208R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ORMM810018,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MNEE818028,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BSAA827016,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TSEE80903L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CLAA82503G,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
BLMM81904L,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CEEE848016,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
BGMM8AB014,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CEMM8A8019,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,_,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,NON DEFINITO,2022-2023
BOMM862013,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
BGMM82701T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NUEE86306G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VRPS03000R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BIEE816048,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BNAA84902R,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
PGIC82900E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTMM85301A,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMMM8AJ012,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MIEE86901G,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MTEE83502C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CAEE046059,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CZEE86202C,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CAMM87701P,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TAEE01302P,SI,NO,SI,NO,SI,NO,NO,NO,_,SI,SI,NO,NO,NO,NO,SI,SI,2022-2023
BNIC81400X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BIMM81701X,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
MBMM8F4018,SI,NO,NO,NO,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAMM8F8018,SI,NO,NO,NO,SI,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
PGEE86101C,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
VAMM84201C,SI,NO,NO,NO,NO,NO,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GETH020002,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
TAMM80401R,NO,NO,NO,NO,NO,NO,NO,NO,ALTRO TIPO DI DEGRADO ECOLOGICO,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
CEPS07000V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PGAA021041,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BAEE87401B,SI,NO,NO,NO,NO,NO,NO,NO,_,SI,NO,NO,NO,NO,NO,NO,NO,2022-2023
FEEE803035,SI,NO,NO,NO,NO,NO,SI,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
GEEE81902T,SI,NO,NO,NO,SI,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,SI,2022-2023
PDRC02701R,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
BLEE829015,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PVIC81700E,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VRIC84200D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VRIC87000N,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PRMM81504T,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PAIS03200D,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
LTRI02701L,SI,NO,NO,NO,NO,SI,NO,NO,_,SI,NO,NO,SI,NO,NO,NO,NO,2022-2023
SVEE805021,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
RMMM8F2018,SI,NO,NO,NO,NO,SI,SI,NO,_,SI,NO,NO,NO,NO,NO,SI,NO,2022-2023
RIAA807044,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
NAEE177034,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ARRC00701V,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
ALAA810045,NO,NO,NO,NO,NO,NO,NO,NO,_,SI,SI,SI,NO,NO,NO,NO,NO,2022-2023
MEPC03401P,SI,NO,NO,SI,NO,SI,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
VATN003015,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
PZAA857021,NO,NO,NO,NO,NO,NO,NO,NO,_,NO,NO,NO,NO,NO,NO,NO,NO,2022-2023
